Origin City,Origin State,Destination City,Destination State,Distance (km),Duration (s),Start Coordinates,End Coordinates
Bethlehem,PA,Atlanta,Georgia,1286.834,43648,"40.6259316,-75.37045429999999","33.7483341,-84.3876896"
Atlanta,Georgia,WHITE,GA,80.392,2888,"33.748444,-84.3876568","34.2828708,-84.7453482"
Atlanta,Georgia,Doraville,GA,24.423,1273,"33.748444,-84.3876568","33.8982864,-84.2831408"
Atlanta,Georgia,Ellijay,GA,125.751,4689,"33.748444,-84.3876568","34.6947608,-84.4820788"
Compton,CA,Atlanta,Georgia,3508.306,114482,"33.8959823,-118.220026","33.7483341,-84.3876896"
Bellevue,OH,Atlanta,Georgia,1077.28,36286,"41.2737292,-82.841647","33.7483341,-84.3876896"
Concord,NC,Atlanta,Georgia,428.122,15038,"35.4085848,-80.57932","33.7483341,-84.3876896"
Conklin,NY,Atlanta,Georgia,1421.686,47979,"42.034237,-75.8038395","33.7483341,-84.3876896"
Clearfield,UT,Atlanta,Georgia,3003.962,98523,"41.1108495,-112.0259915","33.7483341,-84.3876896"
Atlanta,Georgia,Shannon,GA,112.772,4313,"33.748444,-84.3876568","34.3431377,-85.07842629999999"
Columbus,OH,Atlanta,Georgia,912.764,30096,"39.9612075,-82.9977012","33.7483341,-84.3876896"
Beloit,WI,Atlanta,Georgia,1312.088,42968,"42.508322,-89.0317415","33.7483341,-84.3876896"
Belmont,NC,Atlanta,Georgia,373.309,13123,"35.2429142,-81.0372977","33.7483341,-84.3876896"
Cottonwood,AL,Atlanta,Georgia,355.49,12960,"31.04885719999999,-85.3050575","33.7483341,-84.3876896"
Cranbury,NJ,Atlanta,Georgia,1325.508,44875,"40.302425,-74.5113891","33.7483341,-84.3876896"
Countryside,IL,Atlanta,Georgia,1155.528,38725,"41.7659081,-87.879379","33.7483341,-84.3876896"
Cookeville,TN,Atlanta,Georgia,346.289,12221,"36.1628394,-85.5016484","33.7483341,-84.3876896"
Conroe,TX,Atlanta,Georgia,1281.288,42681,"30.3118767,-95.45601549999999","33.7483341,-84.3876896"
Conover,NC,Atlanta,Georgia,408.568,14450,"35.7065489,-81.21867019999999","33.7483341,-84.3876896"
Clinton,IA,Atlanta,Georgia,1294.896,43344,"41.8444977,-90.188738","33.7483341,-84.3876896"
Belvidere,IL,Atlanta,Georgia,1267.639,42547,"42.2639792,-88.8443406","33.7483341,-84.3876896"
Cocoa Beach,FL,Atlanta,Georgia,797.582,25877,"28.320213,-80.6082643","33.7483341,-84.3876896"
Clyde,OH,Atlanta,Georgia,1073.183,36310,"41.3040926,-82.97511449999999","33.7483341,-84.3876896"
Clearwater,FL,Atlanta,Georgia,769.233,25135,"27.9658538,-82.79996609999999","33.7483341,-84.3876896"
Atlanta,Georgia,Ringgold,GA,163.145,5563,"33.748444,-84.3876568","34.9160625,-85.1090412"
Bend,OR,Atlanta,Georgia,3999.295,132488,"44.0581845,-121.3152958","33.7483341,-84.3876896"
Cleveland,OH,Atlanta,Georgia,1140.945,37694,"41.4992477,-81.69450859999999","33.7483341,-84.3876896"
Atlanta,Georgia,Commerce,GA,110.759,4093,"33.748444,-84.3876568","34.2038647,-83.4571143"
Columbia City,IN,Atlanta,Georgia,1049.485,35447,"41.1572675,-85.4883904","33.7483341,-84.3876896"
College Park,GA,Atlanta,Georgia,16.559,890,"33.653393,-84.44936659999999","33.7483341,-84.3876896"
Columbia,MO,Atlanta,Georgia,1087.872,35961,"38.9517055,-92.3341287","33.7483341,-84.3876896"
Columbia,SC,Atlanta,Georgia,345.64,11561,"34.0008056,-81.0348554","33.7483341,-84.3876896"
Brookshire,TX,Atlanta,Georgia,1333.578,43449,"29.7859865,-95.95089279999999","33.7483341,-84.3876896"
Brookhaven,MS,Atlanta,Georgia,696.095,22934,"31.5791115,-90.440631","33.7483341,-84.3876896"
Brundidge,AL,Atlanta,Georgia,293.107,10685,"31.7201934,-85.8160568","33.7483341,-84.3876896"
Brownsville,TN,Atlanta,Georgia,632.955,21155,"35.5940405,-89.262196","33.7483341,-84.3876896"
Bridgewater,MA,Atlanta,Georgia,1740.043,59652,"41.9903548,-70.9750607","33.7483341,-84.3876896"
Bridgeview,IL,Atlanta,Georgia,1155.307,38688,"41.7498094,-87.80421129999999","33.7483341,-84.3876896"
Broken Bow,OK,Atlanta,Georgia,1097.304,38254,"34.0293824,-94.7390298","33.7483341,-84.3876896"
Broadview,IL,Atlanta,Georgia,1174.189,39309,"41.8640392,-87.8533964","33.7483341,-84.3876896"
Brighton,MI,Atlanta,Georgia,1172.407,38595,"42.5294658,-83.7802607","33.7483341,-84.3876896"
Atlanta,Georgia,Fairmount,GA,98.989,3689,"33.748444,-84.3876568","34.4358735,-84.70000019999999"
Bristol,TN,Atlanta,Georgia,523.01,17386,"36.5951437,-82.18874249999999","33.7483341,-84.3876896"
Burnsville,MN,Atlanta,Georgia,1766.513,58884,"44.7677425,-93.2776598","33.7483341,-84.3876896"
Atlanta,Georgia,Mableton,GA,23.861,1287,"33.748444,-84.3876568","33.8189284,-84.5824507"
Buena Vista,VA,Atlanta,Georgia,767.17,26204,"37.7343542,-79.3538988","33.7483341,-84.3876896"
Buckhannon,WV,Atlanta,Georgia,917.232,31935,"38.993977,-80.2320683","33.7483341,-84.3876896"
Burgaw,NC,Atlanta,Georgia,682.775,22609,"34.5522432,-77.9255692","33.7483341,-84.3876896"
Buford,GA,Atlanta,Georgia,61.774,2591,"34.1206655,-84.00435879999999","33.7483341,-84.3876896"
Atlanta,Georgia,Chamblee,GA,22.19,1318,"33.748444,-84.3876568","33.8920376,-84.2988013"
Bonham,TX,Atlanta,Georgia,1273.312,42491,"33.5773239,-96.1782077","33.7483341,-84.3876896"
Breaux Bridge,LA,Atlanta,Georgia,918.521,29763,"30.2735706,-91.89925","33.7483341,-84.3876896"
Atlanta,Georgia,Dallas,GA,51.891,2718,"33.748444,-84.3876568","33.9244547,-84.8413004"
Bourbonnais,IL,Atlanta,Georgia,1126.825,37035,"41.1758795,-87.879522","33.7483341,-84.3876896"
Bowling Green,KY,Atlanta,Georgia,499.013,16834,"36.9685222,-86.4808047","33.7483341,-84.3876896"
Booneville,MS,Atlanta,Georgia,493.995,16501,"34.6581423,-88.56670369999999","33.7483341,-84.3876896"
Boynton Beach,FL,Atlanta,Georgia,981.475,31089,"26.5317359,-80.0905461","33.7483341,-84.3876896"
Bowling Green,OH,Atlanta,Georgia,1033.395,34198,"41.3748825,-83.6513192","33.7483341,-84.3876896"
Brandon,MS,Atlanta,Georgia,592.532,19365,"32.2788231,-90.0014277","33.7483341,-84.3876896"
Bloomington,MN,Atlanta,Georgia,1773.003,59018,"44.8407503,-93.2982804","33.7483341,-84.3876896"
Cedar Rapids,IA,Atlanta,Georgia,1346.258,44941,"41.977828,-91.66556910000001","33.7483341,-84.3876896"
Cedartown,GA,Atlanta,Georgia,116.088,4473,"34.0112392,-85.25658229999999","33.7483341,-84.3876896"
Carthage,MO,Atlanta,Georgia,1157.92,40432,"37.176423,-94.30973759999999","33.7483341,-84.3876896"
Cartersville,GA,Atlanta,Georgia,69.234,2748,"34.1652971,-84.7999315","33.7483341,-84.3876896"
Charlotte,NC,Atlanta,Georgia,392.511,13834,"35.2271328,-80.8431751","33.7483341,-84.3876896"
Atlanta,Georgia,Gordon,GA,165.523,5947,"33.748444,-84.3876568","32.8822584,-83.3323875"
Charlestown,IN,Atlanta,Georgia,702.634,23614,"38.4530844,-85.67021179999999","33.7483341,-84.3876896"
Bloomfield,MO,Atlanta,Georgia,743.685,25626,"36.8859107,-89.9292552","33.7483341,-84.3876896"
Chatham,VA,Atlanta,Georgia,637.252,21695,"36.8257519,-79.3980941","33.7483341,-84.3876896"
Charlottesville,VA,Atlanta,Georgia,822.571,28591,"38.0295309,-78.4765661","33.7483341,-84.3876896"
Champaign,IL,Atlanta,Georgia,999.774,32955,"40.1163076,-88.2433815","33.7483341,-84.3876896"
Chambersburg,PA,Atlanta,Georgia,1066.214,36036,"39.9375789,-77.6611604","33.7483341,-84.3876896"
Campbell,NY,Atlanta,Georgia,1412.499,48423,"42.23289700000001,-77.1969259","33.7483341,-84.3876896"
Atlanta,Georgia,Lafayette,AL,153.955,5506,"33.748444,-84.3876568","32.8998001,-85.4011594"
Cambridge,OH,Atlanta,Georgia,1036.63,34388,"40.0310499,-81.5884615","33.7483341,-84.3876896"
COLONIAL HEIGHTS,VA,Atlanta,Georgia,821.031,27510,"37.2441214,-77.4102793","33.7483341,-84.3876896"
Bluffton,IN,Atlanta,Georgia,1010.273,34154,"40.7387093,-85.17163769999999","33.7483341,-84.3876896"
Carlsbad,NM,Atlanta,Georgia,1993.344,65590,"32.4203315,-104.2289925","33.7483341,-84.3876896"
Canton,OH,Atlanta,Georgia,1117.218,37147,"40.7989376,-81.3783986","33.7483341,-84.3876896"
Canton,NC,Atlanta,Georgia,287.65,11126,"35.5328699,-82.8373797","33.7483341,-84.3876896"
Flemington,NJ,Atlanta,Georgia,1329.821,45679,"40.512417,-74.85934139999999","33.7483341,-84.3876896"
Flint,MI,Atlanta,Georgia,1229.391,40362,"43.01268,-83.687586","33.7483341,-84.3876896"
Atlanta,Georgia,Jonesboro,GA,27.548,1472,"33.748444,-84.3876568","33.5213614,-84.35381629999999"
BENSENVILLE,IL,Atlanta,Georgia,1179.345,39669,"41.9551673,-87.9400046","33.7483341,-84.3876896"
Fernandina Beach,FL,Atlanta,Georgia,576.624,19182,"30.6698693,-81.4625521","33.7483341,-84.3876896"
Forest View,IL,Atlanta,Georgia,1163.08,39014,"41.8086318,-87.7933892","33.7483341,-84.3876896"
Fort Atkinson,WI,Atlanta,Georgia,1364.154,44713,"42.9288945,-88.8370273","33.7483341,-84.3876896"
Forest Park,IL,Atlanta,Georgia,1177.207,39397,"41.8794714,-87.81367","33.7483341,-84.3876896"
Fort Smith,AR,Atlanta,Georgia,1075.528,35700,"35.3843818,-94.42095479999999","33.7483341,-84.3876896"
Fort Madison,IA,Atlanta,Georgia,1197.291,40586,"40.6300373,-91.3145289","33.7483341,-84.3876896"
Flower Mound,TX,Atlanta,Georgia,1300.577,42688,"33.0144745,-97.09695649999999","33.7483341,-84.3876896"
Atlanta,Georgia,Woodstock,GA,48.93,1977,"33.748444,-84.3876568","34.1014818,-84.51934059999999"
Florence,SC,Atlanta,Georgia,470.855,15505,"34.1953531,-79.7625561","33.7483341,-84.3876896"
Fogelsville,PA,Atlanta,Georgia,1262.238,42610,"40.58324349999999,-75.6326194","33.7483341,-84.3876896"
Atlanta,Georgia,Fort Valley,GA,166.828,5849,"33.748444,-84.3876568","32.5538809,-83.8874071"
BATTLEBORO,NC,Atlanta,Georgia,761.993,24734,"36.0487548,-77.7487191","33.7483341,-84.3876896"
Forest City,NC,Atlanta,Georgia,343.557,11834,"35.3339878,-81.8649985","33.7483341,-84.3876896"
Enterprise,AL,Atlanta,Georgia,365.845,12892,"31.3150911,-85.8551462","33.7483341,-84.3876896"
Ennis,TX,Atlanta,Georgia,1255.703,41437,"32.3291365,-96.62565260000001","33.7483341,-84.3876896"
Atlanta,Georgia,Greensboro,GA,122.401,4255,"33.748444,-84.3876568","33.5754943,-83.1824012"
Ellenwood,GA,Atlanta,Georgia,23.459,1324,"33.6097896,-84.28730120000002","33.7483341,-84.3876896"
Elwood,IL,Atlanta,Georgia,1156.817,38516,"41.40392,-88.1116784","33.7483341,-84.3876896"
BUCHANNON,WV,Atlanta,Georgia,917.232,31935,"38.993977,-80.2320683","33.7483341,-84.3876896"
Erlanger,KY,Atlanta,Georgia,728.458,24039,"39.0166635,-84.6007379","33.7483341,-84.3876896"
Evansville,IN,Atlanta,Georgia,638.35,21382,"37.9715593,-87.5710751","33.7483341,-84.3876896"
GRAYSLAKE,IL,Atlanta,Georgia,1235.8,41537,"42.3443227,-88.04174549999999","33.7483341,-84.3876896"
Gadsden,AL,Atlanta,Georgia,190.865,7219,"34.0141891,-86.0064795","33.7483341,-84.3876896"
Galax,VA,Atlanta,Georgia,557.66,19352,"36.6611132,-80.9239106","33.7483341,-84.3876896"
Gainesville,FL,Atlanta,Georgia,539.155,17470,"29.6515688,-82.3250027","33.7483341,-84.3876896"
Gaffney,SC,Atlanta,Georgia,309.524,10873,"35.071922,-81.650159","33.7483341,-84.3876896"
Gainesville,GA,Atlanta,Georgia,87.81,3243,"34.297884,-83.8240575","33.7483341,-84.3876896"
GLENDALE HEIGHTS,IL,Atlanta,Georgia,1190.501,39920,"41.9175173,-88.0813785","33.7483341,-84.3876896"
Geneva,IL,Atlanta,Georgia,1212.552,41005,"41.8926161,-88.3288709","33.7483341,-84.3876896"
Garland,TX,Atlanta,Georgia,1255.305,41249,"32.9126917,-96.63886099999999","33.7483341,-84.3876896"
Garyville,LA,Atlanta,Georgia,810.403,26539,"30.056028,-90.61932519999999","33.7483341,-84.3876896"
Garysburg,NC,Atlanta,Georgia,809.5,26149,"36.4509354,-77.5586123","33.7483341,-84.3876896"
Fort Worth,TX,Atlanta,Georgia,1312.839,42738,"32.7554853,-97.33077229999999","33.7483341,-84.3876896"
Austin,IN,Atlanta,Georgia,732.858,24402,"38.7415277,-85.8059014","33.7483341,-84.3876896"
Avenel,NJ,Atlanta,Georgia,1361.029,45891,"40.5803997,-74.2851313","33.7483341,-84.3876896"
Avon,IN,Atlanta,Georgia,880.323,29757,"39.7628385,-86.39971709999999","33.7483341,-84.3876896"
Freeport,TX,Atlanta,Georgia,1370.332,44547,"28.95413,-95.3596745","33.7483341,-84.3876896"
Fremont,MI,Atlanta,Georgia,1322.097,45219,"43.4675175,-85.9416971","33.7483341,-84.3876896"
Fraziers Bottom,WV,Atlanta,Georgia,842.023,28241,"38.5705859,-81.99076920000002","33.7483341,-84.3876896"
Fredonia,NY,Atlanta,Georgia,1372.029,45342,"42.4401461,-79.33159309999999","33.7483341,-84.3876896"
Fredericksburg,VA,Atlanta,Georgia,950.123,31814,"38.30317,-77.46057429999999","33.7483341,-84.3876896"
Franklin,IN,Atlanta,Georgia,822.127,27490,"39.480562,-86.0549838","33.7483341,-84.3876896"
Decatur,AL,Atlanta,Georgia,373.912,12509,"34.6057804,-86.9835059","33.7483341,-84.3876896"
Atlanta,Georgia,Zebulon,GA,77.504,3843,"33.748444,-84.3876568","33.1023453,-84.34270769999999"
Deerfield Beach,FL,Atlanta,Georgia,1005.853,31801,"26.3184571,-80.0997605","33.7483341,-84.3876896"
Decatur,MI,Atlanta,Georgia,1161.391,39647,"42.1081128,-85.9744302","33.7483341,-84.3876896"
Defuniak Springs,FL,Atlanta,Georgia,442.817,16026,"30.7210675,-86.11521669999999","33.7483341,-84.3876896"
Bay Springs,MS,Atlanta,Georgia,544.467,18161,"31.9790777,-89.2868791","33.7483341,-84.3876896"
Dayton,OH,Atlanta,Georgia,826.312,27495,"39.7590792,-84.1906818","33.7483341,-84.3876896"
Dayton,NJ,Atlanta,Georgia,1331.923,45098,"40.3725668,-74.51012209999999","33.7483341,-84.3876896"
De Queen,AR,Atlanta,Georgia,1059.956,36795,"34.0367833,-94.3414856","33.7483341,-84.3876896"
De Ridder,LA,Atlanta,Georgia,1030.275,36121,"30.8463053,-93.2890388","33.7483341,-84.3876896"
Atlanta,Georgia,Lula,GA,106.153,3760,"33.748444,-84.3876568","34.3878608,-83.6664991"
Bedford,PA,Atlanta,Georgia,1096.786,38051,"40.0186955,-78.50378839999999","33.7483341,-84.3876896"
Delray Beach,FL,Atlanta,Georgia,988.722,31237,"26.4616496,-80.0728223","33.7483341,-84.3876896"
Beaver Falls,PA,Atlanta,Georgia,1144.862,39574,"40.7519808,-80.31922999999999","33.7483341,-84.3876896"
Delaware,OH,Atlanta,Georgia,951.308,31887,"40.2987889,-83.06795559999999","33.7483341,-84.3876896"
Delphos,OH,Atlanta,Georgia,962.433,32254,"40.8433831,-84.3416725","33.7483341,-84.3876896"
Beaver Dam,WI,Atlanta,Georgia,1446.423,47192,"43.4577742,-88.8369439","33.7483341,-84.3876896"
DORAL,FL,Atlanta,Georgia,1072.692,34253,"25.819691,-80.355278","33.7483341,-84.3876896"
DE Land,FL,Atlanta,Georgia,677.3,22900,"29.02806499999999,-81.3031151","33.7483341,-84.3876896"
Atlanta,Georgia,Decatur,GA,10.014,1109,"33.748444,-84.3876568","33.7749705,-84.2960602"
Cumberland,MD,Atlanta,Georgia,1061.749,36822,"39.6530214,-78.76262919999999","33.7483341,-84.3876896"
Danville,IL,Atlanta,Georgia,901.218,31977,"40.1244451,-87.62998180000001","33.7483341,-84.3876896"
Davenport,IA,Atlanta,Georgia,1266.426,42105,"41.5235339,-90.57763609999999","33.7483341,-84.3876896"
Daphne,AL,Atlanta,Georgia,524.341,17465,"30.6036177,-87.9036069","33.7483341,-84.3876896"
Atlanta,Georgia,Manchester,GA,122.408,4978,"33.748444,-84.3876568","32.8600292,-84.6199274"
Atlanta,Georgia,Lilburn,GA,38.293,1810,"33.748444,-84.3876568","33.8900895,-84.14294319999999"
Dalton,GA,Atlanta,Georgia,143.696,5125,"34.7698038,-84.9702951","33.7483341,-84.3876896"
Effingham,IL,Atlanta,Georgia,874.253,28862,"39.1200107,-88.543382","33.7483341,-84.3876896"
Batavia,NY,Atlanta,Georgia,1495.531,49470,"42.9981235,-78.1874921","33.7483341,-84.3876896"
Edgerton,KS,Atlanta,Georgia,1343.19,44261,"38.7649121,-95.00801969999999","33.7483341,-84.3876896"
Elkhart,IN,Atlanta,Georgia,1110.165,37659,"41.6873634,-85.97353","33.7483341,-84.3876896"
Bardstown,KY,Atlanta,Georgia,643.083,21391,"37.8092906,-85.4671108","33.7483341,-84.3876896"
Elgin,IL,Atlanta,Georgia,1209.774,40964,"42.0354108,-88.2825641","33.7483341,-84.3876896"
Elk Grove Village,IL,Atlanta,Georgia,1186.585,39972,"42.0039178,-87.9703483","33.7483341,-84.3876896"
Dubuque,IA,Atlanta,Georgia,1379.145,45774,"42.50634030000001,-90.6677339","33.7483341,-84.3876896"
Dublin,GA,Atlanta,Georgia,218.517,7551,"32.5406023,-82.90382369999999","33.7483341,-84.3876896"
Du Bois,PA,Atlanta,Georgia,1218.749,43958,"41.1211204,-78.75823439999999","33.7483341,-84.3876896"
Dunn,NC,Atlanta,Georgia,639.445,20760,"35.3062348,-78.608937","33.7483341,-84.3876896"
Baton Rouge,LA,Atlanta,Georgia,847.037,27149,"30.4488164,-91.1873488","33.7483341,-84.3876896"
Dixfield,ME,Atlanta,Georgia,2003.944,68884,"44.5314519,-70.4567248","33.7483341,-84.3876896"
Disputanta,VA,Atlanta,Georgia,836.521,28039,"37.1243294,-77.2263766","33.7483341,-84.3876896"
Dillon,SC,Atlanta,Georgia,511.204,16662,"34.4165478,-79.37115299999999","33.7483341,-84.3876896"
Bay Minette,AL,Atlanta,Georgia,484.155,15673,"30.8830537,-87.7727847","33.7483341,-84.3876896"
Downey,CA,Atlanta,Georgia,3497.321,114030,"33.9400681,-118.1331918","33.7483341,-84.3876896"
Douglas,GA,Atlanta,Georgia,318.646,11762,"31.5088802,-82.8498621","33.7483341,-84.3876896"
Eau Claire,MI,Atlanta,Georgia,1129.717,38192,"41.9853523,-86.2997362","33.7483341,-84.3876896"
East Brunswick,NJ,Atlanta,Georgia,1339.877,45709,"40.4317437,-74.40520939999999","33.7483341,-84.3876896"
Batesville,IN,Atlanta,Georgia,812.5,26739,"39.3001525,-85.22241720000001","33.7483341,-84.3876896"
