Origin City,Origin State,Destination City,Destination State,Distance (km),Duration (s),Start Coordinates,End Coordinates
Perry,IA,Dallas,Texas,1156.044,40015,"41.8384916,-94.1071788","32.7759428,-96.7967532"
Spartanburg,SC,Dallas,Texas,1537.733,50740,"34.9495692,-81.9317452","32.7759428,-96.7967532"
Spring Lake,MI,Dallas,Texas,1780.958,58842,"43.0769616,-86.1971526","32.7759428,-96.7967532"
Acworth,GA,Dallas,Texas,1259.891,42026,"34.0659225,-84.676929","32.7759428,-96.7967532"
Stuttgart,AR,Dallas,Texas,590.908,20250,"34.4940504,-91.5580913","32.7759428,-96.7967532"
Streetsboro,OH,Dallas,Texas,1905.879,63013,"41.2393142,-81.34593600000001","32.7759428,-96.7967532"
Dallas,Texas,Winnsboro,TX,162.197,5920,"32.7759428,-96.7967532","32.9572868,-95.2902428"
South Plainfield,NJ,Dallas,Texas,2458.434,81693,"40.5792106,-74.4115285","32.7759428,-96.7967532"
Spanish Fort,AL,Dallas,Texas,965.433,33352,"30.6684588,-87.91082879999999","32.7759428,-96.7967532"
WEST VALLEY CITY,UT,Dallas,Texas,1999.576,69300,"40.6916141,-112.0011997","32.7759428,-96.7967532"
Dallas,Texas,Whitewright,TX,100.1,3995,"32.7759428,-96.7967532","33.5128862,-96.39251469999999"
Waco,TX,Dallas,Texas,152.756,5392,"31.5494547,-97.14675609999999","32.7759428,-96.7967532"
Dallas,Texas,Wilmer,TX,25.078,1177,"32.7759428,-96.7967532","32.59718,-96.6872717"
WAUKEGAN,IL,Dallas,Texas,1538.474,52848,"42.3636317,-87.8446907","32.7759428,-96.7967532"
Abilene,TX,Dallas,Texas,291.986,9988,"32.4487365,-99.73314479999999","32.7759428,-96.7967532"
Tempe,AZ,Dallas,Texas,1705.449,55328,"33.4255022,-111.9400051","32.7759428,-96.7967532"
Tyler,TX,Dallas,Texas,163.895,5813,"32.3512993,-95.3006258","32.7759428,-96.7967532"
Trinity,AL,Dallas,Texas,1025.097,34992,"34.6068913,-87.0883234","32.7759428,-96.7967532"
Selma,TX,Dallas,Texas,411.1,13759,"29.5867494,-98.3028642","32.7759428,-96.7967532"
Rockford,IL,Dallas,Texas,1485.458,50769,"42.27106209999999,-89.09404699999999","32.7759428,-96.7967532"
Rogers,AR,Dallas,Texas,572.699,20227,"36.3335018,-94.125688","32.7759428,-96.7967532"
Salina,KS,Dallas,Texas,727.331,23746,"38.8402808,-97.61147070000001","32.7759428,-96.7967532"
Saint Louis,MO,Dallas,Texas,1014.915,35457,"38.62688869999999,-90.1989143","32.7759428,-96.7967532"
Amarillo,TX,Dallas,Texas,589.067,19899,"35.2219713,-101.8312967","32.7759428,-96.7967532"
Meridian,ID,Dallas,Texas,2602.297,86605,"43.6121088,-116.391622","32.7759428,-96.7967532"
Altoona,IA,Dallas,Texas,1139.23,39463,"41.6435509,-93.4750088","32.7759428,-96.7967532"
Meadville,PA,Dallas,Texas,2047.701,67859,"41.6414339,-80.15139920000001","32.7759428,-96.7967532"
Dallas,Texas,Rhome,TX,82.431,2897,"32.7759428,-96.7967532","33.0534195,-97.4721368"
Melrose Park,IL,Dallas,Texas,1481.43,50938,"41.90058399999999,-87.8568752","32.7759428,-96.7967532"
Altamont,IL,Dallas,Texas,1206.654,39888,"39.06193570000001,-88.7479118","32.7759428,-96.7967532"
Minooka,IL,Dallas,Texas,1419.678,48636,"41.4553254,-88.26173299999999","32.7759428,-96.7967532"
Malin,OR,Dallas,Texas,3031.484,102405,"42.0126785,-121.4085722","32.7759428,-96.7967532"
Lugoff,SC,Dallas,Texas,1644.485,53341,"34.2273128,-80.689234","32.7759428,-96.7967532"
Lubbock,TX,Dallas,Texas,556.011,18371,"33.5845617,-101.8456272","32.7759428,-96.7967532"
Loxley,AL,Dallas,Texas,990.274,33876,"30.6182473,-87.752997","32.7759428,-96.7967532"
Matteson,IL,Dallas,Texas,1513.041,49511,"41.5039233,-87.71304719999999","32.7759428,-96.7967532"
Dallas,Texas,Royse City,TX,51.405,2108,"32.7759428,-96.7967532","32.9751378,-96.3324677"
Marshalltown,IA,Dallas,Texas,1203.539,41646,"42.0494674,-92.9080365","32.7759428,-96.7967532"
Niles,IL,Dallas,Texas,1497.568,51585,"42.0189173,-87.8028404","32.7759428,-96.7967532"
New Bethlehem,PA,Dallas,Texas,2065.121,69050,"41.00173170000001,-79.33144779999999","32.7759428,-96.7967532"
Alexandria,IN,Dallas,Texas,1539.216,51254,"40.2628183,-85.6756626","32.7759428,-96.7967532"
Ochelata,OK,Dallas,Texas,471.063,16802,"36.6000909,-95.97985500000001","32.7759428,-96.7967532"
Ochlocknee,GA,Dallas,Texas,1385.515,47403,"30.9737798,-84.0529747","32.7759428,-96.7967532"
Norfolk,VA,Dallas,Texas,2170.849,72104,"36.85071629999999,-76.2859651","32.7759428,-96.7967532"
North Vernon,IN,Dallas,Texas,1448.48,48026,"39.0061653,-85.6236495","32.7759428,-96.7967532"
North Little Rock,AR,Dallas,Texas,516.131,17206,"34.7561048,-92.26777430000001","32.7759428,-96.7967532"
Alsip,IL,Dallas,Texas,1533.124,50230,"41.6689192,-87.7388057","32.7759428,-96.7967532"
Mooresville,NC,Dallas,Texas,1685.753,55549,"35.5820368,-80.8140998","32.7759428,-96.7967532"
Monon,IN,Dallas,Texas,1528.154,50856,"40.8678356,-86.8789553","32.7759428,-96.7967532"
Muskogee,OK,Dallas,Texas,377.092,13461,"35.7479559,-95.3696451","32.7759428,-96.7967532"
Chippewa Falls,WI,Dallas,Texas,1652.217,56119,"44.9368785,-91.392979","32.7759428,-96.7967532"
Bessemer,AL,Dallas,Texas,1007.115,32868,"33.4016941,-86.9542891","32.7759428,-96.7967532"
Berryville,AR,Dallas,Texas,632.766,22916,"36.3649658,-93.5675619","32.7759428,-96.7967532"
Chicago Heights,IL,Dallas,Texas,1519.715,50039,"41.5061459,-87.63558599999999","32.7759428,-96.7967532"
China Grove,NC,Dallas,Texas,1701.627,55941,"35.569283,-80.58175","32.7759428,-96.7967532"
Chillicothe,OH,Dallas,Texas,1672.066,55552,"39.3331374,-82.9824065","32.7759428,-96.7967532"
Bentonville,AR,Dallas,Texas,579.7,20238,"36.372334,-94.21019729999999","32.7759428,-96.7967532"
Clayton,IN,Dallas,Texas,1419.337,46783,"39.689214,-86.52246079999999","32.7759428,-96.7967532"
Clearfield,UT,Dallas,Texas,2044.135,70450,"41.1108495,-112.0259915","32.7759428,-96.7967532"
Dallas,Texas,Euless,TX,31.357,1348,"32.7759428,-96.7967532","32.8371266,-97.0819535"
Benton,AR,Dallas,Texas,475.253,15782,"34.5693095,-92.58535649999999","32.7759428,-96.7967532"
Clarksville,AR,Dallas,Texas,538.963,18516,"35.471229,-93.4686225","32.7759428,-96.7967532"
Clarksville,TN,Dallas,Texas,1060.222,36059,"36.5301257,-87.35955229999999","32.7759428,-96.7967532"
Berkeley,IL,Dallas,Texas,1477.046,50543,"41.8889183,-87.9032696","32.7759428,-96.7967532"
Dallas,Texas,Gainesville,TX,114.5,4176,"32.7759428,-96.7967532","33.62594139999999,-97.1333476"
Dallas,Texas,Greenville,TX,85.799,3204,"32.7759428,-96.7967532","33.1398137,-96.10720219999999"
Birmingham,AL,Dallas,Texas,1027.495,33428,"33.5185892,-86.8103567","32.7759428,-96.7967532"
Chattanooga,TN,Dallas,Texas,1263.916,41030,"35.045063,-85.3112252","32.7759428,-96.7967532"
Chatsworth,CA,Dallas,Texas,2361.689,77061,"34.2506348,-118.6148081","32.7759428,-96.7967532"
Compton,CA,Dallas,Texas,2313.921,75620,"33.8959823,-118.220026","32.7759428,-96.7967532"
Dallas,Texas,DFW AIRPORT,TX,29.719,1210,"32.7759428,-96.7967532","32.8646901,-97.0400244"
Bellingham,WA,Dallas,Texas,3510.332,117960,"48.7519049,-122.4786854","32.7759428,-96.7967532"
Commerce,GA,Dallas,Texas,1370.892,44809,"34.2038647,-83.4571143","32.7759428,-96.7967532"
Conley,GA,Dallas,Texas,1277.406,41967,"33.6419233,-84.33591589999999","32.7759428,-96.7967532"
Beloit,WI,Dallas,Texas,1509.162,51497,"42.508322,-89.0317415","32.7759428,-96.7967532"
Beloit,KS,Dallas,Texas,824.453,26858,"39.4563414,-98.1061274","32.7759428,-96.7967532"
Coppell,TX,Dallas,Texas,35.921,1670,"32.9545384,-97.01500829999999","32.7759428,-96.7967532"
Clinton,TN,Dallas,Texas,1346.089,45054,"36.1032698,-84.1317886","32.7759428,-96.7967532"
Dallas,Texas,Clifton,TX,154.723,5774,"32.7759428,-96.7967532","31.7824396,-97.5767169"
Clifton,TX,Dallas,Texas,155.824,5892,"31.7824396,-97.5767169","32.7759428,-96.7967532"
Columbus,OH,Dallas,Texas,1674.94,55330,"39.9612075,-82.9977012","32.7759428,-96.7967532"
Coldwater,MS,Dallas,Texas,784.031,25964,"34.6918581,-89.9773136","32.7759428,-96.7967532"
Belvidere,IL,Dallas,Texas,1489.049,50928,"42.2639792,-88.8443406","32.7759428,-96.7967532"
