Origin City,Origin State,Destination City,Destination State,Distance (km),Duration (s),Start Coordinates,End Coordinates
Allentown,PA,Tampa,Florida,1747.915,58785,"40.6022939,-75.4714098","27.9505229,-82.4571556"
New Haven,CT,Tampa,Florida,1937.79,65568,"41.3082907,-72.9279227","27.9505229,-82.4571556"
Ocala,FL,Tampa,Florida,156.197,5351,"29.1871626,-82.140092","27.9505229,-82.4571556"
Oak Creek,WI,Tampa,Florida,2027.727,66597,"42.8858335,-87.86278589999999","27.9505229,-82.4571556"
Alexandria,VA,Tampa,Florida,1437.223,47580,"38.8048401,-77.04695889999999","27.9505229,-82.4571556"
North Stonington,CT,Tampa,Florida,2035.586,68717,"41.4409331,-71.8811039","27.9505229,-82.4571556"
Morristown,TN,Tampa,Florida,1151.454,37300,"36.2140362,-83.2947816","27.9505229,-82.4571556"
Morrow,GA,Tampa,Florida,711.472,22655,"33.5831755,-84.3394179","27.9505229,-82.4571556"
Morton,MS,Tampa,Florida,1136.524,37280,"32.3535335,-89.6540682","27.9505229,-82.4571556"
Monroe,GA,Tampa,Florida,738.45,24855,"33.7948394,-83.71320709999999","27.9505229,-82.4571556"
Alsip,IL,Tampa,Florida,1872.081,61294,"41.6689192,-87.7388057","27.9505229,-82.4571556"
Montgomery,AL,Tampa,Florida,776.133,26783,"32.3792292,-86.3075501","27.9505229,-82.4571556"
Mount Olive,NC,Tampa,Florida,1020.265,34533,"35.1965486,-78.0663711","27.9505229,-82.4571556"
Cicero,IL,Tampa,Florida,1897.391,62419,"41.845588,-87.7539242","27.9505229,-82.4571556"
Berryville,AR,Tampa,Florida,1763.069,61329,"36.3649658,-93.5675619","27.9505229,-82.4571556"
Bessemer,AL,Tampa,Florida,926.04,31745,"33.4016941,-86.9542891","27.9505229,-82.4571556"
Chillicothe,TX,Tampa,Florida,2112.15,69280,"34.25647319999999,-99.5167687","27.9505229,-82.4571556"
Benton Harbor,MI,Tampa,Florida,1882.025,61913,"42.11668170000001,-86.45429399999999","27.9505229,-82.4571556"
Cincinnati,OH,Tampa,Florida,1474.425,47693,"39.1031421,-84.511817","27.9505229,-82.4571556"
Tampa,Florida,Groveland,FL,114.97,4497,"27.9505229,-82.4571556","28.5581747,-81.8511521"
Bethel,PA,Tampa,Florida,1685.009,56250,"40.4744383,-76.29203509999999","27.9505229,-82.4571556"
Bishopville,SC,Tampa,Florida,794.465,27044,"34.2182513,-80.24846939999999","27.9505229,-82.4571556"
Tampa,Florida,Haines City,FL,97.375,3895,"27.9505229,-82.4571556","28.1141845,-81.61798639999999"
Chicago,IL,Tampa,Florida,1887.24,62100,"41.878114,-87.6297778","27.9505229,-82.4571556"
Birmingham,AL,Tampa,Florida,968.303,31103,"33.5185892,-86.8103567","27.9505229,-82.4571556"
Tampa,Florida,Lake Placid,FL,176.182,7270,"27.9505229,-82.4571556","27.2931034,-81.3625988"
Chelsea,MA,Tampa,Florida,2159.451,73186,"42.3916872,-71.0325802","27.9505229,-82.4571556"
Cherokee,AL,Tampa,Florida,1173.544,38174,"34.7570541,-87.9729174","27.9505229,-82.4571556"
Bethlehem,PA,Tampa,Florida,1756.566,58887,"40.6259316,-75.37045429999999","27.9505229,-82.4571556"
Tampa,Florida,Bushnell,FL,94.634,3335,"27.9505229,-82.4571556","28.6649991,-82.1129397"
Bethune,SC,Tampa,Florida,819.978,28220,"34.4149051,-80.3487071","27.9505229,-82.4571556"
Columbus,OH,Tampa,Florida,1645.945,53302,"39.9612075,-82.9977012","27.9505229,-82.4571556"
Beloit,WI,Tampa,Florida,2045.269,66174,"42.508322,-89.0317415","27.9505229,-82.4571556"
Commerce,CA,Tampa,Florida,4061.301,130895,"34.0005657,-118.1597647","27.9505229,-82.4571556"
Belcamp,MD,Tampa,Florida,1550.303,51900,"39.4738545,-76.2411903","27.9505229,-82.4571556"
Counce,TN,Tampa,Florida,1228.125,40352,"35.0422648,-88.2735364","27.9505229,-82.4571556"
Cowpens,SC,Tampa,Florida,941.688,31605,"35.0168734,-81.8039328","27.9505229,-82.4571556"
Covington,KY,Tampa,Florida,1472.169,47638,"39.0836764,-84.50855500000002","27.9505229,-82.4571556"
Conover,NC,Tampa,Florida,989.306,33487,"35.7065489,-81.21867019999999","27.9505229,-82.4571556"
Tampa,Florida,Dundee,FL,106.63,4161,"27.9505229,-82.4571556","28.0223308,-81.61924359999999"
Cordele,GA,Tampa,Florida,509.994,16333,"31.9635847,-83.7823963","27.9505229,-82.4571556"
Clinton,SC,Tampa,Florida,864.761,29140,"34.4726463,-81.880658","27.9505229,-82.4571556"
Clewiston,FL,Tampa,Florida,285.189,9993,"26.7542265,-80.9336752","27.9505229,-82.4571556"
Cochran,GA,Tampa,Florida,572.62,18865,"32.3867617,-83.3545297","27.9505229,-82.4571556"
Cleveland,OH,Tampa,Florida,1749.865,58932,"41.4992477,-81.69450859999999","27.9505229,-82.4571556"
Belvidere,IL,Tampa,Florida,2000.82,65753,"42.2639792,-88.8443406","27.9505229,-82.4571556"
Columbus,GA,Tampa,Florida,645.521,22080,"32.4609763,-84.9877041","27.9505229,-82.4571556"
Tampa,Florida,Lake Hamilton,FL,103.473,4037,"27.9505229,-82.4571556","28.0444626,-81.6279291"
College Park,GA,Tampa,Florida,730.033,23324,"33.653393,-84.44936659999999","27.9505229,-82.4571556"
Columbia,SC,Tampa,Florida,776.215,26535,"34.0008056,-81.0348554","27.9505229,-82.4571556"
Columbia,MO,Tampa,Florida,1821.053,59167,"38.9517055,-92.3341287","27.9505229,-82.4571556"
Columbia,PA,Tampa,Florida,1622.187,54062,"40.0337165,-76.5043728","27.9505229,-82.4571556"
Bremen,GA,Tampa,Florida,807.669,26123,"33.72113,-85.1455912","27.9505229,-82.4571556"
Breinigsville,PA,Tampa,Florida,1728.019,58049,"40.5398935,-75.6313923","27.9505229,-82.4571556"
Braselton,GA,Tampa,Florida,805.127,25877,"34.109245,-83.7628113","27.9505229,-82.4571556"
Bremen,KY,Tampa,Florida,1318.946,42800,"37.3613869,-87.2186167","27.9505229,-82.4571556"
Cedar Falls,IA,Tampa,Florida,2178.125,71498,"42.5350342,-92.4453142","27.9505229,-82.4571556"
Center,CO,Tampa,Florida,2965.291,98875,"37.7530597,-106.1083736","27.9505229,-82.4571556"
Cartersville,GA,Tampa,Florida,802.415,25954,"34.1652971,-84.7999315","27.9505229,-82.4571556"
Charleston,SC,Tampa,Florida,692.148,24624,"32.7764736,-79.9310486","27.9505229,-82.4571556"
